,id,main,reply,target,stance_target_47,stance_target_54,stance_target_55,stance_target_67,stance_target_70,stance_target_71,stance_target_73,stance_target_79,majority,label
4347,10396,"""#الدوري_مع_وليد | <span class=""stance-tagging"">#وليد_الفراج</span>: بحثت عن ردود الفعل في قضية العويس.. لم أجد مبررات للعويس.. إذا أحد رماك بورقة لا ترميه بالجزمة.  #قناة_SBC https://t.co/OhZevgoLHl""",@DawryWaleed الجميل انك ياهراج ماوجدت مبرر للعويس  لكن هل وجدت مبرر عندما اطلقت احد ضيوفك دوري ام احمد على دورينا الذي يحمل اسم نتشرف به جميعا,وليد الفراج,,,,,deny,,,deny,deny,1.0
4402,10480,"""إنا لله وإنا إليه راجعون  بقلوب راضية مطمئنة انتقل إلى رحمة الله خالي ووالدي الغالي <span class=""stance-tagging"">محمد الرشيد الجبر الرشيد</span> الله يرحمه ويغفرله وجعل ماجاه من تكفير ويجمعه بأمي بجنات النعيم ستكون الصلاة بعد العصر بمقبرة الشمال بإذن الله لاحول ولاقوة الا بالله العلي العظيم إنا لله وإنا إليه راجعون""",@SN300S عظم الله اجركم ، وغفر لفقيدكم  اللهم كما طاب ذكره بين الناس ،طيب ذكره في السماء  اللهم ارحمه رحمة تسع السماء والارض واعفُ عنه.. ولاتجعل ذكره منقطع ..وسخر له الدعوات..نسال الله أن يلقي على نفوسكم السكينة والسلوان..💔,محمد الرشيد الجبر الرشيد,,,,,support,,,support,support,0.0
2402,3124,"""إعلان المجلس الأعلى للبترول برئاسة <span class=""stance-tagging"">محمد بن زايد</span> اكتشاف كميات ضخمة من النفط الخام التقليدي وموارد النفط غير التقليدية، يعزز حضور الدولة في هذه السوق الحيوية ويرفع رصيد ثروتها النفطية مما ينعكس إيجاباً على الدورة الاقتصادية ويزيد من نشاط حركة التنمية. مبارك هذا الاكتشاف الكبير. https://t.co/JNVt7plmsL""",@HazzaBinZayed اللهم لك الحمد ..,محمد بن زايد,comment,,,comment,support,,,,comment,2.0
3318,4197,"""#درس_اعلامي :  🎙| اذا اتهمت <span class=""stance-tagging"">اتحاد الكرة</span> ولجنة الحكام انها ارتكب اخطاء فادحة وكوارثية فهذا نقد قاسي . 🎙| اذا اتهمت <span class=""stance-tagging"">اتحاد الكرة</span> ولجنة الحكام بأنها ترتكب هذة الاخطاء بتعمد لمصلحة طرف او ضد طرف فهذا اتهام لن تستطيع اثباته الا بأدله لاتقبل التأويل وقد يؤدي الى تعرضك لمشاكل قانونية .""",@waleedalfarraj انت تعلم مين يابو الله يهديك .، قال انفخ ياشريم قال مامن برطم. كيف تفهم اعلام وهو يقول حطينها التاج ع الشعار  عشان احنا لعبنا مع ريال مدريد هههههههههههههههههههههههههه,اتحاد الكرة,not claim,,comment,,comment,,,,comment,2.0
3790,4928,"""انتقل الله رحمة الله الموزع الكبير الاستاذ <span class=""stance-tagging"">طارق عاكف</span>  لاحول ولاقوة الا بالله  اللهم ارحمه واغفر الله واسكنه فسيح جناتك.. https://t.co/T1AZX64zAV""",@AhlamAlShamsi سنه الحياه كل شويه نخسر حد كبير 💔💔 الله يرحمه يارب ويصبر اهله,طارق عاكف,support,,,support,support,,,,support,0.0
4221,10169,"""<span class=""stance-tagging"">#البطل_عامر_الشهري</span>  شكراً لمشاعركم الطيبة وأحمد الله اولاً واخراً على فضله وكرمه بأن مكنني من انقاذ الطفل سائلاً الله عزوجل الحفظ والعافيه لنا ولكم🇸🇦🇸🇦 https://t.co/WENgf5zbSZ""",@G_7_O راعي الضمير إن شاف له واحدٍ بالنار @ بسرعه رمى نفسه عليها يطفيها. دفعه الضمير الحي وإتعرض الأخطار @ ولا هقوتي ميت ضميره يسويها. الشاعر علي القحطاني.  بيض الله وجهك ياعامر الشهري,البطل عامر الشهري,,,,,support,,,support,support,0.0
3041,3859,"""اللى عملوا <span class=""stance-tagging"">محمد رمضان</span>  نجم هما الى عملوا السيسى رئيس""",@officialamro1 مليون #محمد_رمضان  ما بينسونا محمد الدرة,محمد رمضان,deny,,comment,deny,,,,,deny,1.0
3600,4484,"""جبل طويق يحتفي باختتام قمة الرياض لقادة #<span class=""stance-tagging"">مجموعة_العشرين</span> بنجاح   @qiddiya https://t.co/QINh5erAeD""",@inspirethewld @qiddiya عز يامال العز #السعودية العظمى تقود العالم   شكرآ لقادتنا العظام وعلى رأسهم الملك سلمان بن عبدالعزيز حفظه الله ورعاه وولي عهده الأمين محمد بن سلمان حفظه والشعب السعودي الوفي الذين جعلوا السعودية دائما بالقمة نجاح يتلوه نجاح   اللهم أدم علينا نعمة الأمن والأمان والرخاء والازدهار https://t.co/Lnuej5foG6,مجموعة العشرين,support,,,support,support,,,,support,0.0
6572,31593,"""صورة / <span class=""stance-tagging"">النائب سلمان الحليلة</span> يسقط على الارض جراء التلاسن والتشابك بالايدي مع النائب صالح الشلاحي. https://t.co/BuVQ84y5De""",@Almajlliss @Nasrwy_Onaizah شنو هذا يامعود,النائب سلمان الحليلة,,,,,comment,,,comment,comment,2.0
2762,3552,"""بعد معاناة طويلة تمكن <span class=""stance-tagging"">الشيخ عبدالمجيد الزنداني</span> من مغادرة #السعودية ووصل إلى #تركيا بفضل الله تعالى. https://t.co/gwk3B6diPE""",@drassagheer الحمدلله وصوله سالماً عند الحاكم الذي لا يُظلَم عنده احد,الشيخ عبدالمجيد الزنداني,support,,,support,support,,,,support,0.0
2718,3507,"""مصادر """"الجزيرة""""   الحكم <span class=""stance-tagging"">ممدوح آل شهدان</span> يتقدم بشكوى رسمية عبر اتحاد القدم على محلل رياضي (رئيس ولاعب سابق) اتهمه عبر برنامج تلفزيوني بتعمد الخطأ والترصد في مواجهة #الشباب_النصر . https://t.co/am0QcWwLm1""",@ahmad2man كمبيوترمصغر   بحجم بطاقة الصراف الآلي يحتوي على أكثر من خمسة عشر الف لعبة من الألعاب القديمة من سوني ون وماقبل  كما يمكنك استخدامه لمشاهدة أفلامك المفضلة وجميع القنوات الفضائية  السعر 400SR للطلب والاستفسار  التواصل معنا على رقم  : 0598813307 اتصال او واتس اب,ممدوح آل شهدان,comment,,,comment,comment,,,,comment,2.0
3139,3958,"""<span class=""stance-tagging"">#الهلال_النصر</span> توقعاتي للمباراه ... نار ياحبيبي نار .... هنا ملك التوقعات ...... أخطئ مره واصيب الف مره 🙏🙏🙏🙏 https://t.co/J0lVJw2MlT""",@Hassanalsobhan هاردلك للهلال 😔,الهلال النصر,comment,,deny,comment,,,,,comment,2.0
6704,31782,"""عاجل 🔴  .  . <span class=""stance-tagging"">وزير الاتصالات</span> :   المملكة العربية السعودية اليوم في المرتبة الثانية عالمياً في تقنية 5 جي. .  . السعودية 🇸🇦🇸🇦""",@AJELNEWS24 ٥ جي مين والناس نايمين .. الفور جي لسا عم تشحط,وزير الاتصالات,,,,,deny,,,deny,deny,1.0
5143,11419,"""ولي العهد الأمير <span class=""stance-tagging"">#محمد_بن_سلمان</span> يطلق مشروع """"ذا لاين"""" في #نيوم عمار يا دارنا 🇸🇦 https://t.co/QBMUSsEsQe  #مشروع_ذا_لاين  #whatisTHELINE""",@1iTariq ⁧#مشروع_ذا_لاين⁩ ⁦#whatisTHELINE⁩ 🇸🇦 عز ي مال العز 🇸🇦🇸🇦🇸🇦  https://t.co/o5vUKgwn16,محمد بن سلمان,,,,,support,,,support,support,0.0
4917,11169,"""صاحب السمو الملكي <span class=""stance-tagging"">الأمير محمد بن سلمان،</span> ولي العهد ورئيس مجلس إدارة شركة نيوم، يعلن عن ثورة حضارية تضع الإنسان أولا: """"اليوم، بصفتي رئيس مجلس إدارة نيوم أقدم لكم """"ذا لاين"""""""".  شاهد إعلان الإطلاق عبر https://t.co/eMbgke48am.  مرحبا بالمستقبل الجديد وأهلا بـ""""ذا لاين"""".  #مشروع_ذا_لاين https://t.co/CZ6yYiFsw4""",@NEOM مشروع الغد والمستقبل… تقديم سمو ولي العهد وتضمين الارقام والمخرجات البحثيه التي اعتمد المشروع عليها نقلة نوعيه في استعراض المشاريع التنمويه والحضارية…  لاتدار المشاريع الدوليه الابما تعكسه الاحصاءات وتوصي به الدراسات العلميه..  كم نفخر بك #سمو_ولي_العهد على هذه النقلات المتجدده,الأمير محمد بن سلمان،,,,,,support,,,support,support,0.0
2974,3783,"""عاجل 🔴 .  . <span class=""stance-tagging"">#وزير_المالية:</span>   ماذكره وزير الإعلام قبل أيام حول ضريبة القيمة المضافة كان واضحًا، وهو قرار صعب، ولا يوجد أي خطة حاليًا لإعادة النظر في القرار على المدى القصير.   .  . #قمة_الرياض_لمجموعة_العشرين""",@AJELNEWS24 يوم تحطونها كان سهل هالحين صار قرار صعب ياولاد ال.....لب,وزير المالية:,deny,,deny,deny,,,,,deny,1.0
3987,4891,"""بيان سمو سيدي <span class=""stance-tagging"">#ولي_العهد</span> حفظه الله في ختام أعمال قمة قادة دول #مجموعة_العشرين  استعراض لأبرز منجزات عام رئاسة المملكة للمجموعة، وتطلع نحو مستقبل أفضل يحظى به العالم.. https://t.co/I4F7cYOZFS""",@Badermasaker 👏👏👏حفظ الله سيدي ملك الحزم وولي عهد الغالي مهندس الرؤية السعودية وقائد التحالفات الذي لمع نجمه منذ توليه القيادة ، ولا غرابة في ذلك فقد نشأ في مدرسة سلمان بن عبد العزيز فتعلم الحكمة والحنكة والسياسة وبعد النظر وقوة الشخصية وسداد الرأي .🇸🇦,ولي العهد,,support,,support,support,,,,support,0.0
2024,2578,"""عارف يعني إيه تطبيع؟يعني واحد أخد عمارة أبوك عافية وحط إيده عالمسجد اللي تحتها وطردك إنت واخواتك في الشارع، بس العمارة شرعا وقانونا لسة بإسمكم، هو ينقصه بس إعترافك، فتلاقيه رغم قوته وسلاحه بيتسول منك زيارة أو مجرد صورة عشان يقول للناس إنك موافق وماعندكش أي مشكلة معاه <span class=""stance-tagging"">#محمد_رمضان</span>""",@AbdullahElshrif #احمد_موسى يطالب #محمد_رمضان بتفسير هذه الصورة ويقول #موسى نحن مصريون وليس لدينا اختلاف مع الاديان لكننا نتحدث عن كيان    https://t.co/WpnPnQiSRw,محمد رمضان,comment,,comment,,comment,,,,comment,2.0
5386,11705,"""سمو سيدي ⁧#ولي_العهد⁩ <span class=""stance-tagging"">الأمير محمد بن سلمان</span> يعلن عن #مشروع_ذا_لاين  مدينة مليونية بطول 170 كم، تحافظ على 95% من الطبيعة في أراضي ⁧@NEOM https://t.co/F0d0GCy3VN""",@Badermasaker @NEOM الله يحفظ سمو ولي العهد ويطول بعمرك,الأمير محمد بن سلمان,,,,,support,,,support,support,0.0
832,1288,"""يبدو أن الجمعة البيضاء صارت سوداء على رأس كارفور في السعودية فروع كارفور خاوية على عروشها رغم التخفيضات! جزى الله الإخوة في السعودية خير الجزاء، ونتمنى من كل المسلمين أن يقاطعوا كارفور وغيرها من المحلات والمتاجر الفرنسية <span class=""stance-tagging"">#مقاطعه_المنتجات_الفرنسيه</span>25 https://t.co/JccQvt1JMY""",@AhmedSpea حيا الله الأحرار في بلاد الحرمين  #مقاطعه_المنتجات_الفرنسيه26,مقاطعه المنتجات الفرنسيه,support,,,,support,,,,support,0.0
1891,2440,"""النجم المصري <span class=""stance-tagging"">محمد رمضان</span> مع لاعب منتخب إسرائيل لكرة القدم ضياء سبع في دبي 🇮🇱🇪🇬 https://t.co/jjjn29bFmH""",@IsraelArabic أصبحت يا كلب صهيون من حدقة القردة والخنازير اسم لا يليق بك يا خاين  محمد و رمضان اسم على غير مسمى  فايسبوك ابراهيم شلومو وتجدر  يا كلب يا صهيوني يا حقير  نعلم ما تفعله انت وحزبك الدي يسمى فنانون   كما أصبحت تتير الشفقة بتصريحات لما تقل تلك الجمل السلام التطبيع  ....,محمد رمضان,deny,,deny,,deny,,,,deny,1.0
3015,3829,"""استجابةً لدعوة سمو <span class=""stance-tagging"">وزير الرياضة</span> @AbdulazizTF  شاركونا في التحدي عبر #PlayItForward والانضمام معنا في #SaudiUnited لدعم حملة المملكة لاستضافة نهائيات كأس آسيا 2027 🇸🇦 لِنُظهر لآسيا والعالم شغفنا 🙏🏼 @saudi2027 شاركونا مهاراتكم وابداعكم ⚽️👍🏻 https://t.co/q3oh68OT6n""",@altemyat استقبال الملك سلمان بن عبدالعزيز آل سعود الله يحفظه للفتى الذهبي بعد حصوله على أفضل لاعب بآسيا.. https://t.co/tY6F9hYy17,وزير الرياضة,comment,,support,comment,,,,,comment,2.0
2552,3334,"""لا صحة لما يتداول عن اعتبار <span class=""stance-tagging"">زيت الزيتون</span> أفضل مرطب للبشرة، حيث أن استخدامه على الجلد قد يتسبب في بعض أنواع الحساسية وتكاثر الفطريات المسماة بـ (مالاسيزيا) والتي تتسبب بظهور بقع على البشرة.  #الغذاء_والدواء https://t.co/HznU8Ujl1m""",@Saudi_FDA @pianiste13 مساء الخير يادكتورة  عندي استشارة طبية ممكن طال عمرك ؟,زيت الزيتون,comment,,,query,comment,,,,comment,2.0
1883,2431,"""إتصال #الملك_سلمان بالرئيس #اردوغان وإبداء الرغبة ببقاء قنوات الحوار مفتوحة .. ووزير خارجية <span class=""stance-tagging"">#السعودية</span> يقول أن علاقات بلاده مع #تركيا طيبة .. لهو أمر إيجابي .. وقف تدهور العلاقات كمرحلة أولى بين هذين البلدين تحديدا أمر في غاية الأهمية .. https://t.co/FMS3qBGs1z""",@jaberalharmi فرحه  جابر زاده الإيراني  بالاتصال  وكذالك بتعليق  وزير الخارجية السعودي  إنما يدل على مدى ارتهان نظام الحمدين النجس لتركيا  وظنهم بأن عوده العلاقات  مع تركيا سيكون له بالمقابل عوده العلاقه مع قطر . أنتم ياجابر لفضكم الشعب السعودي ولن يكون لكم مكان بيننا  أنتم خونه وعدو لكل سعودي,السعودية,comment,,support,,support,,,,support,0.0
1530,2010,"""مصري وإسرائيلي واماراتي ما احلى السلام.  المزروعي مع الأسطورة المصري  والأسطورة الإسرائيلي في دبي.    تحية مني للنجم <span class=""stance-tagging"">#محمد_رمضان؛</span> نمبر وأن البرنس، أتمني أن تحيي الحفلات  قريبا على شواطي تل أبيب وفي العاصمة اورشليم. https://t.co/bDStkS6Fim""",@EdyCohen وهل يعلم الاسطورة المصري محمد رمضان عن مافعله الاسرائيليين باجداده وابناء عمومته في سيناء؟ هل يعلم النابغة الكبير محمد رمضان عن تضحيات ابناء خاله لتحرير شبه الجزيرة؟ هل سمع بمجازفة ايلات على الاقل و الابطال الذين ضحوا و عذبوا من اجل مصر,محمد رمضان؛,deny,,deny,,deny,,,,deny,1.0
4845,11085,"""فيديو عاجل | كلمة ⁧<span class=""stance-tagging"">#ولي_العهد</span>⁩ بمناسبة إطلاق ⁧#مشروع_ذا_لاين⁩ في ⁧#نيوم⁩  ⁧#الإخبارية⁩ https://t.co/WcdeegJeEm""",@alekhbariyatv وش نقول ؟  #محمد_بن_سلمان   نعمة والنعم يحمد الله سبحانه وتعالى عليها💚,ولي العهد,,,,,support,,,support,support,0.0
6602,31636,"""صورة / <span class=""stance-tagging"">النائب سلمان الحليلة</span> يسقط على الارض جراء التلاسن والتشابك بالايدي مع النائب صالح الشلاحي. https://t.co/BuVQ84y5De""",@Almajlliss اجمل لقطة لو معطيه محطة عقال بعد . هذا باع الكويت وباع حقوقنا وحقوق عيالنا,النائب سلمان الحليلة,,,,,deny,,,deny,deny,1.0
3739,4644,"""يا أسطورة، أكدت لك أنك في حمايتنا، لا تخاف من هذا الكيان المدعو نقابة الممثلين، ولا من مثل هذه البيانات الحنجورية، الكل مطبع من زمان والمستندات عندي موجودة، بالمصرى كل ده بلح و هينزل علي فشوش. ساشوف لك في تل ابيب <span class=""stance-tagging"">اسرائيل</span> بلدك. https://t.co/G2G3V0zOz8""",@EdyCohen عارف ياحج كوهين لما تعمل قرد مستحيل اي مصري يطبع معاك لادوله ولا شعب ولا فنانين يكفيك عمر وأكد ال🐑رغم كل عيوب محمد رمضان مستحيل يقبل تطبيع مع إسرائيل انت ناسي انه مصري لو نسيت افكرك يا ابن ماما جولدا مائير 😁😁😁🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬🇪🇬 https://t.co/vNLYU4jerb,اسرائيل,comment,deny,,deny,,,,,deny,1.0
990,1452,"""كلمة مولاي <span class=""stance-tagging"">#خادم_الحرمين_الشريفين</span> الملك @KingSalman -حفظه الله- خلال ترأسه قمة #مجموعة_العشرين حملت في مضامينها عمق انساني ومعالجة حكيمة لجائحة فيروس كورونا المستجد، وأن التعاون الدولي والعمل المشترك هو السبيل الأمثل لتجاوز الأزمات. #السعودية_ترحب_بقادة_العشرين  #G20RiyadhSummit https://t.co/hawJ1QT8ET""",@asultan_1972 @KingSalman في يوم تاريخي، الملك سلمان بن عبدالعزيز يقود قمة الرياض,خادم الحرمين الشريفين,comment,,support,,support,,,,support,0.0
3204,4064,"""بحمدالله وتوفيقه ثم بعزم قيادتنا وجهود السعوديين اختُتمت قمة العشرين برئاسة <span class=""stance-tagging"">السعودية</span> وملكها وولي عهده حفظهما الله ونصرهما بنجاح باهر وحضور مكتمل النصاب. سعادتي كبيرة بقدر تعاسة وخيبة أمل من استماتوا للتشويش على القمة ويطيب لي جدًا  ممارسة أقصى الشماتة معهم من شينها إلى هائها!😁""",@abdulrahman اللهم لك الحمد والشكر تستاهل بلاد الحرمين كل الخير وإن شاء الله من نجاح الي نجاح 🇱🇾🇸🇦,السعودية,support,,support,support,,,,,support,0.0
5025,11285,"""صاحب السمو الملكي <span class=""stance-tagging"">الأمير محمد بن سلمان،</span> ولي العهد ورئيس مجلس إدارة شركة نيوم، يعلن عن ثورة حضارية تضع الإنسان أولا: """"اليوم، بصفتي رئيس مجلس إدارة نيوم أقدم لكم """"ذا لاين"""""""".  شاهد إعلان الإطلاق عبر https://t.co/eMbgke48am.  مرحبا بالمستقبل الجديد وأهلا بـ""""ذا لاين"""".  #مشروع_ذا_لاين https://t.co/CZ6yYiFsw4""",@NEOM مشروع ذا لاين  هو قلب المستقبل  النصر و التمكين لسمو ولي العهد  الامير محمد بن سلمان,الأمير محمد بن سلمان،,,,,,support,,,support,support,0.0
2510,3291,"""التعميم جاء قبل مباراة <span class=""stance-tagging"">#الهلال_النصر</span> بـ 24 ساعه  عنوانه """" العب يـ مايكون ” !!!!  #استثناء_جديد_للنصر https://t.co/ZANH3rg2v9""",@nawafA119 هذي فيها تلفيق لمشاركة كاريلو اجل يومين وبيشارك وين الحجر اللي طبقته على مايكون المباراة الماضيه وسالم الدوسري اخبار الافلام الهنديه حقته ؟,الهلال النصر,comment,,,comment,comment,,,,comment,2.0
4068,10008,"""الولائيين جان الهم نيه يخمطون المنبر بس ما لحكوا لذلك ظلو ينبحون😅 وزعة <span class=""stance-tagging"">ابو هاشم</span> على الفقراء https://t.co/UkRZK18snm""",@OeOso63BilktCuF اي صدك لو ماسيد ابو هاشم جان صرنه مثل مدينه الصدر كاتله الفكر,ابو هاشم,,,,,support,,,support,support,0.0
5486,30123,"""البرازيلي <span class=""stance-tagging"">رونالدو</span> """"الظاهرة"""" يعتذر لجميع الأمهات في العالم بسبب قصة شعره المروعة في كأس العالم 2002م، حيث بدأ المراهقين في تقليده آنذاك بعمل هذه القصة القبيحة حسب قوله مما تسبب في الأذى للأمهات. https://t.co/NBYtORuFT4""",@Eyaaaad ظاهرة لن تتكرر  أنا كنت ب اسوي نفس القصة لولا خوفي من ابوي  الحمد لله اني اخاف من ابوي ولا راح أكون اضحوكة,رونالدو,,,,,support,,,support,support,0.0
1603,2147,"""لا تصالح! ..ولو منحوك الذهب.. الفنان محمد جمعة ينشر عبر حسابه بفيسبوك مقطع من قصيدة للشاعر الراحل أمل دنقل، بعد انتشار صورة لتطبيع الفنان <span class=""stance-tagging"">#محمد_رمضان</span> مع فنان إسرائيلي https://t.co/joRme7YX8k""",@RassdNewsN #محمد_رمضان السرسجي عاش عربجي ومات نجس 😑 نمبرون في التعريص والشرمطة والتطبيع,محمد رمضان,deny,,deny,,deny,,,,deny,1.0
1073,1537,"""ما أجمل الفن والموسيقى والسلام! الفنان المصري القدير  <span class=""stance-tagging"">#محمد_رمضان</span> مع الفنان الاسرائيلي المتألق #عومر_ادام في دبي!! https://t.co/M7r60l7k8E""",@AvichayAdraee لا داعي للتعليق  علي المتسلقين مثل هذا الدخيل م رمضان اسم محمد حرام يطلق عليك..,محمد رمضان,comment,,deny,,deny,,,,deny,1.0
246,605,"""ترأس <span class=""stance-tagging"">الملك سلمان بن عبدالعزيز آل سعود</span> قمة الرياض لقادة #مجموعة_العشرين بشكل افتراضي في 21 نوفمبر 2020. https://t.co/a2mz4T3YvN""",@g20org @nawafbinfaisal حفظ الله بلادنا وقادتنا وأعانهم على الحق وفعل الخير ونصرهم على كل معتد وحاقد وحاسد  ، حفظ الله أمنا وإيماننا,الملك سلمان بن عبدالعزيز آل سعود,support,support,,,,,,,support,0.0
3785,4923,"""انتقل الله رحمة الله الموزع الكبير الاستاذ <span class=""stance-tagging"">طارق عاكف</span>  لاحول ولاقوة الا بالله  اللهم ارحمه واغفر الله واسكنه فسيح جناتك.. https://t.co/T1AZX64zAV""",@AhlamAlShamsi يا نبض الخليج وقلبة الطيب عدلي بارك الله فيك انتقل الى رحمة الله وليس انتقل الله .🌹✋🏻♥️ غفر الله لفقيدكم وادخله فسيح جناتة والهمكم الصبر والسلوان انه على كل شي قدير,طارق عاكف,support,,,support,support,,,,support,0.0
2971,3780,"""عاجل 🔴 .  . <span class=""stance-tagging"">#وزير_المالية:</span>   ماذكره وزير الإعلام قبل أيام حول ضريبة القيمة المضافة كان واضحًا، وهو قرار صعب، ولا يوجد أي خطة حاليًا لإعادة النظر في القرار على المدى القصير.   .  . #قمة_الرياض_لمجموعة_العشرين""",@AJELNEWS24 اذا رزقك الله بحاكم ابن حلال يجيك وزير ماليته ابن حرام  عندى سؤل يدور في ذهني دائماً كل ما قرأت مثل هذا الخبر من ايام العساف  في مثل هذه الحالة من اللي يتحاسب امام الله في احوال عباد الله الحاكم ام وزيرة,وزير المالية:,deny,,deny,deny,,,,,deny,1.0
933,1393,"""صرفت الملايين على المرتزقة ومولت التقارير الاعلامية والمقالات الكاذبة فقط للتشويش على #<span class=""stance-tagging"">السعودية</span>_ترحب_بقادة_العشرين  ، وتشويه انجازاتها وجهودها و النتائج العظيمة التي حققتها بشهادة قادة #G20RiyadhSummit   والنتيجة كالعادة..<span class=""stance-tagging"">السعودية</span> في القمة  بثقة وهيبة..وهم في قاع القاع وينبحو ن https://t.co/eok6uo9Lv7""",@fdeet_alnssr سبحان الله لى صرفو اموال الشعب القطري عليه لكفاهم ولكفى البنيه التحتيه في كل دول العالم الاسلامي انه الحسد يحرق صاحبه,السعودية,comment,,support,,comment,,,,comment,2.0
2104,2667,"""<span class=""stance-tagging"">محمد رمضان</span> الفنان الصعيدي يعانق مطرب صهيوني ويخسر جمهوره العربي الأصيل ، ياخساره وألف خساره ، ألم تعرف أن هناك شعبا عربيا شرد من أراضيه ، وأن أرضه قد أحتلت ومقدساته دنست ، الصهاينة هم إرتكبوا تلك الجرائم ، والمطرب الذي عانقته بارك الإحتلال ، بل مؤكد أنه كان جنديا في جيش المحتل""",@BakryMP أنتم قلبتم علي محمد رمضان ليه... في ايه الحكاية؟... اتنم لسة مباركين التطبيع مع البحرين و الامارات؟... لازم في حاجة ورا الخبر دة,محمد رمضان,comment,,support,,support,,,,support,0.0
1536,2016,"""مصري وإسرائيلي واماراتي ما احلى السلام.  المزروعي مع الأسطورة المصري  والأسطورة الإسرائيلي في دبي.    تحية مني للنجم <span class=""stance-tagging"">#محمد_رمضان؛</span> نمبر وأن البرنس، أتمني أن تحيي الحفلات  قريبا على شواطي تل أبيب وفي العاصمة اورشليم. https://t.co/bDStkS6Fim""",@EdyCohen بكره افكرك ان الصوره ديه نهايه محمد رمضان المصريين لا بيقبلوا شكله ولا شكلكم فلسطين فى القلب يا ولاد الك...,محمد رمضان؛,deny,,deny,,deny,,,,deny,1.0
848,1307,"""مباشر:الحدث الجانبي لرئاسة المملكة لـ#مجموعة_العشرين حول التأهب لمواجهة الأوبئة، بقيادة خادم الحرمين الشريفين <span class=""stance-tagging"">الملك سلمان بن عبدالعزيز آل سعود.</span>   #G20RiyadhSummit https://t.co/vkr2CUUjP5""",@g20org مكتب فهد للخدمات العامهه ومراجعت الدوائر الحكومية *مكتب العمل *وزارة التجارة(السجلات التجارية) *البلديه *الزكاة و الدخل(الاقرارات الضريبية) *تراخيص الدفاع المدني-الضبط الاداري *ابشر-ابشر الاعمال *التامينات الاجتماعية *بنك التسليف *الصندوق العقاري 0506939825 0549969051,الملك سلمان بن عبدالعزيز آل سعود,comment,,comment,,comment,,,,comment,2.0
